제목,내용,기자,날짜
"KAIST, 스스로 새로운 환경 적응하는 인공지능 기술 개발",KAIST 전기및전자공학부 이성주 교수와 AI대학원 신진우 교수 연구팀이 공동연구를 통해 스스로 환경 변화에 적응하는 테스트타임 적응 인공지능 기술을 개발...,박미영 기자,2022년 10월 22일 23:54
"KAIST, ‘국제 미래자동차 기술 심포지엄 2022’ 개최",KAIST가 지난 21일 제주시에 위치한 KAIST 친환경스마트자동차연구센터에서 ‘국제 미래자동차 기술 심포지엄’을 개최했다. ‘미래 자동차 분야의 혁신(...,박미영 기자,2022년 10월 22일 23:53
한국형 재난안전통신모델(K-SafeNet) 해외 진출 모색한다,행정안전부는 주요 국가의 공공안전통신망 현황을 공유하고 국제협력 방안을 논의하기 위한 ‘2022 공공안전통신망 토론회(2022 Public Safety S...,박미영 기자,2022년 10월 22일 23:51
"농진청, 인공지능 활용 유전자변형 유채 판별 소프트웨어 개발","농촌진흥청은 유전자변형(GM) 유채와 자생 유채를 구별할 수 있는 소프트웨어를 개발했다고 밝혔다. 농촌진흥청은 지난해 유전자변형 유채, 자생 유채, 근연종...",박미영 기자,2022년 10월 22일 23:30
데이터센터 화재 및 서비스 장애 관련 제도적·기술적 혁신 방안 마련한다,과학기술정보통신부는 관계 부처 및 민간의 전문가들과 함께 이번 카카오 서비스 장애를 일으킨 원인 분석과 향후 대응 방안을 마련한다. 앞으로 과기정통부는 이...,박미영 기자,2022년 10월 22일 23:26
소프트웨어 배운 미래 세대가 활용해 만드는 디지털 세상으로 초대,과학기술정보통신부(이하 과기정통부)가 주최하고 한국지능정보사회진흥원이 주관하는 ‘제4회 한국코드페어’ 본선이 22일 개최됐다. 올해 4번째로 추진되고 있는...,박미영 기자,2022년 10월 22일 19:39
[주말판] CISO/CIO/CDO들을 위한 이디스커버리 간단 요약,이디스커버리(E-discovery) 기술을 보유하고 있다는 건 법적 분쟁의 소용돌이에 휘말린 상황에서 큰 강점으로 다가온다. 법무 상담 전문 회사인 엑스테...,문가용 기자,2022년 10월 22일 11:41
"과기정통부-경찰청, ‘제8회 과학치안 아이디어 공모전’ 시상식 개최",과학기술정보통신부와 경찰청은 지난 21일 제4회 국제치안산업대전(인천 송도)에서 ‘제8회 과학치안 아이디어 공모전’ 시상식을 개최했다.,박미영 기자,2022년 10월 22일 11:40
"[ISEC 2022] 나온웍스, OT/ICS 보안 위협 유형 및 대응방안 소개 ",ISEC 2022 첫째 날인 18일 A트랙에서 나온웍스 이성훈 수석은 ‘OT/ICS 보안 위협 유형 및 대응 방안’을 주제로 발표했다. 이 수석은 “폐쇄적...,김영명 기자,2022년 10월 21일 18:00
"[ISEC 2022] 노조미네트웍스, OT 보안 구축 시 이것만은 꼭!",ISEC 2022 첫째 날인 18일 A트랙에서 노조미네트웍스 박양수 이사는 ‘OT 보안 구축 시 이것만은 꼭!’이라는 강연에서 “OT 보안위협의 종류로는 ...,김영명 기자,2022년 10월 21일 17:54
"[ISEC 2022] 포티넷, 스마트팩토리 보호 위한 OT보안 아키텍처와 단계적 적용방안 ",ISEC 2022 첫째 날인 18일 A트랙에서 포티넷 박현희 이사는 ‘스마트팩토리 및 기반시설 보호를 위한 OT보안 아키텍처와 단계적 적용방안 소개’를 발...,김영명 기자,2022년 10월 21일 17:51
"[ISEC 2022] 강남구청, 안전한 스마트시티 구현 위한 도시관제센터 로드맵 제시 ",ISEC 2022 둘째 날인 19일 A트랙에서 서재오 강남구청 재난안전과 도시관제팀장은 ‘안전한 스마트시티 구현을 위한 (강남)도시관제센터의 발전 로드맵’...,엄호식 기자,2022년 10월 21일 17:45
"[ISEC 2022] 마크애니, 모니터 화면 촬영통한 정보 유출시, 유출자 추적 방법 및 사례",ISEC 2022 둘째 날인 19일 A트랙에서 최고 마크애니 대표이사는 ‘모니터 촬영 통한 내부 정보 유출발생 시 포렌식 워터마크로 유출자 추적하는 방법 ...,엄호식 기자,2022년 10월 21일 17:43
마이크로소프트도 벗어날 수 없었던 전형적인 데이터 유출 사고,클라우드 저장소의 설정 오류로 인한 대량 데이터 유출 사고가 IT 대기업인 MS에서도 발생했다. MS는 자사 보안 대응 센터를 통해 “앞으로 고객이 될 수...,문가용 기자,2022년 10월 21일 17:42
"[ISEC 2022] 씨게이트테크놀로지, 스토리지에 대한 새로운 정의와 효과적인 활용법",ISEC 2022 둘째 날인 19일 A트랙에서 김정균 씨게이트 테크놀로지 프리세일즈 부장은 ‘스토리지에 대한 새로운 정의’를 주제로 강연을 진행했다. 김정...,엄호식 기자,2022년 10월 21일 17:42
"[ISEC 2022] 한화테크윈, 영상보안에서의 AI 솔루션 개발 현황 소개",ISEC 2022 둘째 날인 19일 A트랙에서 노승인 한화테크윈 AI연구소 소장이 ‘영상 보안 산업의 AI 개발 현황’을 주제로 강연을 진행했다. ,엄호식 기자,2022년 10월 21일 17:41
"[ISEC 2022] 지란지교에스앤씨, 워라밸이 가능한 방화벽 정책관리",ISEC 2022 둘째 날인 19일 A트랙에서 정욱 지란지교에스앤씨 이사가 ‘워라벨이 가능한 방화벽 정책관리’를 주제로 강연을 진행했다. 정욱 이사는 “I...,엄호식 기자,2022년 10월 21일 17:38
"[ISEC 2022] 리얼시큐, 스피어피싱 예방 위한 새로운 메일 보안 대책 제시 ",ISEC 2022 둘째 날인 19일 D트랙에서 리얼시큐 손지훈 과장은 ‘스피어피싱 예방 위한 새로운 메일 보안 대책’을 주제로 강연을 진행했다. 손지훈 과...,김영명 기자,2022년 10월 21일 17:32
"[ISEC 2022] 시높시스, 오픈소스 보안 자동화에 대한 글로벌 산업 사례 소개 ",ISEC 2022 둘째 날인 19일 B트랙에서 시놉시스 필립 이반치크(Phillip Ivancic)는 ‘Global Industry Case Studies...,김영명 기자,2022년 10월 21일 17:30
"[ISEC 2022] 시큐아이, 취약점 중심의 네트워크 보안 정책 강화",ISEC 2022 둘째 날인 19일 B트랙에서 시큐아이 신명기 프로는 ‘취약점 중심의 네트워크 보안 정책 강화’를 주제로 강연을 진행했다. 신명기 프로는 ...,김영명 기자,2022년 10월 21일 17:22
"[ISEC 2022] 엔시큐어, API 리스크 가시화 및 위협 완화 방안 제시 ",아시아 최대 규모 시큐리티 콘퍼런스 ISEC 2022 둘째 날인 19일 B트랙에서 엔시큐어 손장군 이사는 ‘API 리스크 가시화 및 위협 완화 방안’을 주...,김영명 기자,2022년 10월 21일 17:10
"[ISEC 2022] 한국IBM & 두산디지털이노베이션,  차세대 XDR을 통한 SOC 고도화 방안",ISEC 2022 둘째 날인 19일 A트랙에서 나병준 한국IBM 보안 사업부 실장과 마기평 두산디지털이노베이션 보안사업팀 팀장이 ‘공공·민간 EDR 도입 ...,엄호식 기자,2022년 10월 21일 17:04
"Qakbot 악성코드, 행위탐지 우회 기능 더해 국내 유포... 이메일 하이재킹 방식",지난 9월에도 출현했던 칵봇(Qakbot) 악성코드가 국내 사용자를 대상으로 유포되고 있는 것이 확인됐다. 해당 악성코드는 ISO 파일을 이용한 점을 포함...,김영명 기자,2022년 10월 21일 16:59
"믹스폴, 파트너 솔루션 세미나 개최 ",믹스폴(대표 송제덕)은 20일 서울 가산동 엑시스 한국지사에서 파트너 솔루션 세미나를 개최했다고 밝혔다. 이번 세미나에서는 믹스폴의 채널파트너 지원프로그램...,엄호식 기자,2022년 10월 21일 16:50
"엔피코어, 싱가포르 정부주관 정보보안행사 ‘거브웨어’, 즉석 백업 선보여 ",엔드포인트 전문 보안회사 엔피코어(대표 한승철)는 지난 10월 18~20일 3일간 싱가포르 정부주관 정보보안 행사인 ‘거브웨어(GovWare)’에 참가했다...,김경애 기자,2022년 10월 21일 16:49
"시큐레터, ‘사이버 시큐리티 월드 아시아 2022’ 통해 해외시장 공략 박차",악성코드 탐지 및 차단 전문기업 시큐레터(대표 임차성)가 지난 10월 12일부터 13일까지 양일간 싱가포르 마리나 베이 샌즈에서 열린 ‘사이버 시큐리티 월...,김경애 기자,2022년 10월 21일 16:44
데이터베이스 설정 오류로 2.4TB 데이터 유출시킨 마이크로소프트,보안 외신 핵리드에 의하면 MS가 데이터베이스 설정 오류 때문에 어마어마한 양의 고객 정보를 노출시켰다고 한다. 보안 업체 SOC레이더(SOCRadar)에...,문가용 기자,2022년 10월 21일 12:34
"어즈니프 멀웨어, 은행 계좌 탈취에서 최초 침투 툴로 변경돼","악명 높은 뱅킹 멀웨어인 어즈니프의 새로운 변종이 나타났다고 IT 외신 블리핑컴퓨터가 보도했다. 은행 고객들을 노리는 기능은 전부 사라지고, 최초 침투를 ...",문가용 기자,2022년 10월 21일 12:33
"올드그렘린 랜섬웨어, 수많은 러시아 조직들 공략해",보안 외신 해커뉴스에 의하면 지난 2년 반 동안 올드그렘린(OldGremlin)이라고 하는 랜섬웨어 운영자들이 러시아 내 16개 조직들을 공격해 왔다고 한...,문가용 기자,2022년 10월 21일 12:31
"우크라이나의 기반 시설 공격하는 러시아, 인터넷 통신도 훼방",보안 블로그 시큐리티어페어즈에 의하면 우크라이나의 인터넷 통신을 끊거나 느리게 하려는 공작이 발견됐다고 한다. 10월 10일부터 러시아는 우크라이나의 기반...,문가용 기자,2022년 10월 21일 12:30
민간의 주도적 참여로 디지털 인재 부국 실현한다,과학기술정보통신부는 지난 20일 민·관 디지털 인재 양성의 구심점인 ‘디지털 인재 얼라이언스’ 공식 출범식을 개최했다. 이날 행사는 ‘디지털 인재 얼라이언...,박미영 기자,2022년 10월 21일 11:30
"경찰청, ‘제1회 대테러부대 국제세미나’ 개최",경찰청은 ‘테러방지법’상 국내 일반 테러 사건의 주관기관으로서 지난 20일 ‘제1회 대테러부대 국제세미나’를 개최했다. 올해 처음 개최되는 대테러부대 국제...,박미영 기자,2022년 10월 21일 11:28
"주영창 과학기술혁신본부장, 첫 양자산업 현장 행보로 양자통신기업 IDQ 방문",과학기술정보통신부 주영창 과학기술혁신본부장은 지난 20일 양자통신·센서 기업인 아이디퀀티크(IDQ)를 방문해 연구개발 및 상용화 현황을 청취하고 의견을 나...,박미영 기자,2022년 10월 21일 11:27
"한-아세안, 재난관리 연대·협력 첫걸음 내딛다",행정안전부는 지난 20일 아세안 국가와의 재난관리 협력 강화를 위해 ‘제1차 한-아세안 재난관리 장관회의’를 개최하고 다양한 재난관리 상호 협력 방안을 논...,박미영 기자,2022년 10월 21일 11:26
"주영창 과학기술혁신본부장, 첨단 기술로 미래를 달리는 ‘자율주행 실증단지’ 방문","과학기술정보통신부 주영창 과학기술혁신본부장은 지난 20일 관계 부처 합동으로 자동차안전연구원 자율주행 실증단지(경기 화성 소재)를 방문, ‘자율주행 기술개...",박미영 기자,2022년 10월 21일 11:25
"국표원, ‘연료전지 기술위원회(IEC/TC 105)’ 회의 개최",수소를 이용해 전기에너지를 만들어 내는 연료전지 기술 분야의 선도국 전문가들이 서울에 모여 국제표준화 전략을 논의했다. 산업통상자원부 국가기술표준원은 ‘연...,박미영 기자,2022년 10월 21일 11:22
"KT, WBA 어워드에서 ‘최고 와이파이 네트워크 사업자상’ 수상",KT는 지난 19일(현지 시각) 네덜란드 암스테르담에서 개최된 ‘WBA(Wireless Broadband Alliance) 어워드’에서 ‘최고 와이파이 네...,박미영 기자,2022년 10월 21일 11:20
"LG유플러스, 양자내성암호·물리적 복제 방지 기술 동시 적용 가상사설망 세계 최초 개발",LG유플러스가 사물인터넷(IoT) 보안 전문 기업 ICTK 홀딩스와 함께 양자내성암호(PQC)와 물리적 복제 방지 기술(PUF)을 동시에 적용해 CCTV의...,박미영 기자,2022년 10월 21일 11:19
"삼성전자, ‘삼성 소프트웨어 개발자 콘퍼런스’ 11월 개최","삼성전자가 11월 15일부터 16일까지 ‘삼성 소프트웨어 개발자 콘퍼런스(Samsung Software Developer Conference, 이하 SSD...",박미영 기자,2022년 10월 21일 11:15
"블록체인인텔리전스그룹, 한국 시장 진출 세미나 성공적으로 개최",글로벌 블록체인 거래분석 및 추적 솔루션기업 블록체인인텔리전스그룹(BIockchain Intelligence Group. 이하 ‘BIG’)은 서울 서초구 ...,김영명 기자,2022년 10월 21일 11:14
